"survey";"year";"country";"quarter";"area";"aphia_id";"species";"length";"plusgr";"age";"sex";"maturity";"weight";"canoatlngt";"dateofcalc";"spawning_scale"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";450;-9;4;"F";"1";824;1;20190228;"immature"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";460;-9;3;"F";"2";1075;1;20190228;"maturing"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";470;-9;3;"F";"3";847;1;20190228;"spawning"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";480;-9;3;"F";"3";1195;1;20190228;"spawning"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";480;-9;4;"F";"1";1077;1;20190228;"immature"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";490;-9;3;"F";"1";1103;1;20190228;"immature"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";490;-9;3;"F";"2";1537;1;20190228;"maturing"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";490;-9;4;"F";"1";1069;1;20190228;"immature"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";530;-9;5;"F";"5";1512;1;20190228;"resting_skip_spawning"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";540;-9;4;"F";"1";1631;1;20190228;"immature"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";560;-9;4;"F";"1";1931;1;20190228;"immature"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";560;-9;5;"F";"1";1875;1;20190228;"immature"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";570;-9;4;"F";"1";1688;1;20190228;"immature"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";590;-9;4;"F";"1";2070;1;20190228;"immature"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";590;-9;4;"F";"2";2295;1;20190228;"maturing"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";600;-9;3;"F";"3";2371;1;20190228;"spawning"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";600;-9;4;"F";"3";1870;1;20190228;"spawning"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";610;-9;5;"F";"1";2149;1;20190228;"immature"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";620;-9;4;"F";"1";2412;1;20190228;"immature"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";650;-9;4;"F";"3";3590;1;20190228;"spawning"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";660;-9;5;"F";"1";3336;1;20190228;"immature"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";680;-9;5;"F";"3";3560;1;20190228;"spawning"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";750;-9;7;"F";"3";4536;1;20190228;"spawning"
"BITS";2000;"DEN";1;23;126436;"Gadus morhua";760;-9;5;"F";"3";6800;1;20190228;"spawning"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";150;-9;1;"F";"1";25;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";150;-9;1;"F";"1";27;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";150;-9;1;"F";"1";28;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";150;-9;1;"F";"1";32;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";150;-9;1;"F";"1";33;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";150;-9;1;"F";"1";36;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";150;-9;2;"F";"1";43;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";160;-9;1;"F";"1";33;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";160;-9;1;"F";"1";35;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";160;-9;1;"F";"1";37;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";160;-9;1;"F";"1";41;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";160;-9;2;"F";"1";37;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";170;-9;1;"F";"1";55;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";170;-9;1;"F";"2";53;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";180;-9;1;"F";"1";50;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";190;-9;1;"F";"1";53;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";190;-9;1;"F";"1";77;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";190;-9;2;"F";"1";62;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";200;-9;1;"F";"1";88;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";210;-9;1;"F";"1";95;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";210;-9;1;"F";"1";109;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";210;-9;2;"F";"1";87;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";210;-9;2;"F";"2";92;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";210;-9;2;"F";"2";100;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";220;-9;1;"F";"1";95;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";220;-9;2;"F";"3";106;1;20160714;"spawning"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";220;-9;2;"F";"4";102;1;20160714;"spent"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";230;-9;2;"F";"1";116;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";240;-9;2;"F";"1";144;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";250;-9;2;"F";"1";146;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";250;-9;2;"F";"3";178;1;20160714;"spawning"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";270;-9;2;"F";"2";213;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";280;-9;2;"F";"2";203;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";290;-9;2;"F";"2";220;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";300;-9;2;"F";"2";304;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";300;-9;2;"F";"3";335;1;20160714;"spawning"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";330;-9;2;"F";"2";379;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";410;-9;3;"F";"2";691;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";420;-9;3;"F";"2";911;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";420;-9;3;"F";"2";954;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";420;-9;3;"F";"3";996;1;20160714;"spawning"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";440;-9;4;"F";"2";991;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";450;-9;3;"F";"3";1230;1;20160714;"spawning"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";460;-9;2;"F";"2";1149;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";470;-9;4;"F";"2";1110;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";480;-9;4;"F";"2";1182;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";510;-9;4;"F";"2";1760;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";530;-9;4;"F";"3";1614;1;20160714;"spawning"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";540;-9;3;"F";"2";1841;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";540;-9;4;"F";"2";1488;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";550;-9;4;"F";"2";1982;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";570;-9;5;"F";"1";1804;1;20160714;"immature"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";570;-9;5;"F";"3";2181;1;20160714;"spawning"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";580;-9;4;"F";"2";1793;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";600;-9;3;"F";"2";2250;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";600;-9;3;"F";"3";2315;1;20160714;"spawning"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";600;-9;5;"F";"3";2380;1;20160714;"spawning"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";660;-9;3;"F";"2";2937;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";670;-9;4;"F";"3";2930;1;20160714;"spawning"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";720;-9;5;"F";"3";4110;1;20160714;"spawning"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";730;-9;4;"F";"2";4460;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";860;-9;5;"F";"2";6380;1;20160714;"maturing"
"BITS";2001;"DEN";1;22;126436;"Gadus morhua";880;-9;5;"F";"3";7330;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";160;-9;1;"F";"1";33;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";160;-9;1;"F";"1";36;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";180;-9;1;"F";"1";57;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";180;-9;1;"F";"1";59;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";210;-9;1;"F";"1";76;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";220;-9;1;"F";"1";96;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";220;-9;2;"F";"1";101;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";230;-9;1;"F";"1";111;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";230;-9;2;"F";"1";119;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";250;-9;2;"F";"1";143;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";280;-9;2;"F";"1";204;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";280;-9;2;"F";"2";226;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";290;-9;2;"F";"1";248;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";300;-9;3;"F";"1";241;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";310;-9;3;"F";"2";291;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";370;-9;2;"F";"2";473;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";370;-9;2;"F";"3";414;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";370;-9;2;"F";"3";524;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";390;-9;3;"F";"1";500;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";400;-9;2;"F";"2";621;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";410;-9;2;"F";"2";629;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";440;-9;4;"F";"1";867;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";440;-9;4;"F";"1";873;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";450;-9;2;"F";"2";1048;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";450;-9;4;"F";"1";1016;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";460;-9;3;"F";"2";1186;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";530;-9;3;"F";"2";1624;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";550;-9;4;"F";"2";1942;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";550;-9;4;"F";"3";1754;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";560;-9;4;"F";"4";1584;1;20160714;"spent"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";560;-9;5;"F";"2";2724;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";580;-9;4;"F";"4";2031;1;20160714;"spent"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";590;-9;4;"F";"3";1969;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";600;-9;3;"F";"2";2580;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";610;-9;3;"F";"2";2388;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";610;-9;4;"F";"1";2142;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";610;-9;4;"F";"4";2180;1;20160714;"spent"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";620;-9;4;"F";"1";2278;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";620;-9;4;"F";"2";2536;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";650;-9;4;"F";"1";2615;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";650;-9;4;"F";"3";3430;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";650;-9;5;"F";"1";2590;1;20160714;"immature"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";660;-9;4;"F";"3";2635;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";670;-9;4;"F";"2";3270;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";670;-9;4;"F";"2";3890;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";680;-9;4;"F";"3";3430;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";680;-9;5;"F";"3";3560;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";690;-9;4;"F";"2";3752;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";730;-9;4;"F";"3";3400;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";740;-9;4;"F";"3";4800;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";740;-9;6;"F";"3";5110;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";760;-9;5;"F";"2";4400;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";760;-9;5;"F";"3";4270;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";770;-9;5;"F";"3";4482;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";770;-9;6;"F";"2";4328;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";800;-9;5;"F";"2";5970;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";800;-9;5;"F";"3";5006;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";810;-9;5;"F";"2";5530;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";840;-9;7;"F";"3";6360;1;20160714;"spawning"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";910;-9;7;"F";"2";8710;1;20160714;"maturing"
"BITS";2001;"DEN";1;23;126436;"Gadus morhua";930;-9;8;"F";"2";8610;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";130;-9;1;"F";"1";17;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";130;-9;1;"F";"1";22;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";150;-9;1;"F";"1";25;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";150;-9;1;"F";"1";26;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";150;-9;1;"F";"1";29;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";150;-9;1;"F";"1";31;2;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";160;-9;1;"F";"1";30;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";160;-9;1;"F";"1";33;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";160;-9;1;"F";"1";34;2;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";160;-9;1;"F";"1";36;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";160;-9;1;"F";"1";37;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";160;-9;1;"F";"1";38;2;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";170;-9;1;"F";"1";37;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";170;-9;1;"F";"1";41;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";170;-9;1;"F";"1";42;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";170;-9;1;"F";"1";43;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";170;-9;1;"F";"1";45;2;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";170;-9;1;"F";"1";46;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";180;-9;1;"F";"1";48;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";180;-9;1;"F";"1";49;2;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";180;-9;1;"F";"1";51;2;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";180;-9;1;"F";"1";53;2;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";180;-9;1;"F";"1";55;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";180;-9;1;"F";"1";57;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";180;-9;1;"F";"1";58;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";180;-9;1;"F";"5";55;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";190;-9;1;"F";"1";73;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";190;-9;1;"F";"1";74;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";200;-9;1;"F";"1";58;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";200;-9;1;"F";"1";68;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";200;-9;1;"F";"1";69;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";200;-9;1;"F";"1";70;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";200;-9;1;"F";"1";85;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";200;-9;1;"F";"5";63;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";210;-9;1;"F";"1";73;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";210;-9;1;"F";"1";87;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";210;-9;1;"F";"1";91;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";210;-9;1;"F";"1";94;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";210;-9;1;"F";"5";82;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";210;-9;1;"F";"5";83;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";220;-9;1;"F";"1";80;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";220;-9;1;"F";"1";90;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";220;-9;1;"F";"1";95;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";220;-9;1;"F";"1";100;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";230;-9;1;"F";"1";100;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";230;-9;1;"F";"1";103;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";230;-9;1;"F";"1";119;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";230;-9;1;"F";"5";125;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";230;-9;1;"F";"5";130;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";250;-9;1;"F";"5";140;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";250;-9;1;"F";"5";145;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";260;-9;2;"F";"5";163;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";260;-9;2;"F";"5";175;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";260;-9;2;"F";"5";180;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";270;-9;2;"F";"1";175;1;20160714;"immature"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";270;-9;2;"F";"2";220;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";270;-9;2;"F";"5";195;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";280;-9;2;"F";"5";200;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";280;-9;2;"F";"5";210;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";280;-9;2;"F";"5";240;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";280;-9;2;"F";"5";250;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";290;-9;2;"F";"2";240;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";290;-9;2;"F";"2";265;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";290;-9;2;"F";"5";215;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";290;-9;2;"F";"5";250;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";290;-9;2;"F";"5";315;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";300;-9;2;"F";"3";295;1;20160714;"spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";310;-9;2;"F";"3";320;1;20160714;"spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";310;-9;2;"F";"5";260;2;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";310;-9;2;"F";"5";380;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";330;-9;2;"F";"2";350;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";330;-9;2;"F";"2";385;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";330;-9;2;"F";"5";325;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";350;-9;2;"F";"3";585;1;20160714;"spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";350;-9;2;"F";"5";410;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";350;-9;2;"F";"5";435;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";350;-9;3;"F";"2";460;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";360;-9;2;"F";"2";495;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";360;-9;2;"F";"2";510;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";360;-9;2;"F";"5";430;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";370;-9;2;"F";"2";550;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";370;-9;2;"F";"5";490;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";380;-9;2;"F";"2";670;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";380;-9;2;"F";"5";465;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";380;-9;2;"F";"5";475;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";380;-9;2;"F";"5";510;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";390;-9;2;"F";"5";540;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";390;-9;2;"F";"5";620;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";400;-9;3;"F";"5";950;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";410;-9;2;"F";"2";710;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";420;-9;3;"F";"2";880;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";420;-9;3;"F";"2";885;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";430;-9;3;"F";"2";880;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";430;-9;3;"F";"2";940;1;20160714;"maturing"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";430;-9;3;"F";"3";965;1;20160714;"spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";440;-9;3;"F";"5";860;1;20160714;"resting_skip_spawning"
"BITS";2001;"GFR";1;22;126436;"Gadus morhua";450;-9;2;"F";"2";1120;1;20160714;"maturing"
